,Status,Meal plan identifier,Segmentation,Lenght of the stay,Day of week,Room type ok,Non refundable
3112,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
3113,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard City View,Free cancellation
3114,Cancelled,RO,Direct reservation / Walk-in,2,Weekend,Double Standard,Free cancellation
3115,Cancelled,RO,Direct reservation / Walk-in,2,Weekend,Double Deluxe,Free cancellation
3116,Cancelled,BB,Online Travel agency,3,Weekend,Double Standard City View,Free cancellation
3117,Cancelled,BB,Travel agency,4,Weekend,Double Standard,Free cancellation
3118,Cancelled,RO,Corporate/Mice,3,Not Weekend,Double Standard,Free cancellation
3119,Cancelled,BB,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
3120,Cancelled,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
3121,Cancelled,RO,Direct reservation / Walk-in,3,Not Weekend,Triple Standard,Free cancellation
3122,Cancelled,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
3123,Cancelled,RO,Online Travel agency,2,Weekend,Double Standard,Free cancellation
3124,Cancelled,RO,Online Travel agency,2,Weekend,Double Standard,Free cancellation
3125,Cancelled,RO,Online Travel agency,2,Weekend,Double Standard,Free cancellation
3126,Cancelled,RO,Online Travel agency,2,Weekend,Double Standard,Free cancellation
3127,Cancelled,BB,Travel agency,3,Weekend,Double Standard,Free cancellation
3128,Cancelled,RO,Direct reservation / Walk-in,1,Weekend,Double Standard City View,Free cancellation
3129,Cancelled,RO,Tour Operator,7,Weekend,Double Standard,Free cancellation
3130,Cancelled,BB,Online Travel agency,7,Weekend,Double Standard,Free cancellation
3131,No show,BB,Tour Operator,1,Weekend,Double Standard,Free cancellation
3132,Cancelled,RO,Online Travel agency,2,Weekend,Double Standard,Free cancellation
3133,Cancelled,RO,Online Travel agency,2,Weekend,Double Standard,Free cancellation
3134,Cancelled,RO,Online Travel agency,3,Weekend,Double Standard,Free cancellation
3135,Cancelled,RO,Online Travel agency,3,Weekend,Double Standard,Free cancellation
3136,Cancelled,RO,Online Travel agency,3,Weekend,Double Standard,Free cancellation
3137,Cancelled,RO,Online Travel agency,1,Weekend,Double Standard City View,Free cancellation
3138,Cancelled,BB,Flash sales / Boxes,2,Weekend,Double Standard,Free cancellation
3139,Cancelled,RO,Online Travel agency,1,Weekend,Double Standard City View,Free cancellation
3140,Cancelled,RO,Corporate/Mice,3,Not Weekend,Double Standard,Free cancellation
3141,Cancelled,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
3142,Cancelled,RO,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
3143,Cancelled,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
3144,Cancelled,BB,Online Travel agency,3,Not Weekend,Double Standard City View,Free cancellation
3145,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard City View,Free cancellation
3146,Cancelled,RO,Direct reservation / Walk-in,1,Not Weekend,Double Standard City View,Free cancellation
3147,Cancelled,BB,Tour Operator,2,Not Weekend,Double Standard,Free cancellation
3148,Cancelled,RO,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
3149,Cancelled,RO,Online Travel agency,2,Weekend,Double Standard City View,Free cancellation
3150,Cancelled,RO,Online Travel agency,9,Weekend,Double Standard,Free cancellation
3151,Cancelled,RO,Online Travel agency,4,Weekend,Double Standard,Free cancellation
3152,No show,RO,Online Travel agency,5,Weekend,Double Standard,Non refundable
3153,Cancelled,RO,Online Travel agency,1,Weekend,Double Standard,Free cancellation
3154,Cancelled,RO,Online Travel agency,1,Weekend,Double Standard,Free cancellation
3155,No show,RO,Tour Operator,3,Weekend,Double Standard,Non refundable
3156,Cancelled,BB,Travel agency,4,Weekend,Double Standard,Free cancellation
3157,Cancelled,BB,Online Travel agency,5,Weekend,Double Standard,Free cancellation
3158,Cancelled,BB,Online Travel agency,3,Weekend,Triple Standard,Free cancellation
3159,Cancelled,RO,Direct reservation / Walk-in,4,Weekend,Double Standard City View,Free cancellation
3160,Cancelled,RO,Online Travel agency,2,Weekend,Double Standard,Free cancellation
3161,Cancelled,RO,Online Travel agency,2,Weekend,Double Standard,Free cancellation
3162,Cancelled,RO,Direct reservation / Walk-in,2,Weekend,Double Standard,Free cancellation
3163,Cancelled,RO,Direct reservation / Walk-in,2,Weekend,Double Standard,Free cancellation
3164,Cancelled,RO,Corporate/Mice,3,Not Weekend,Double Standard,Free cancellation
3165,Cancelled,BB,Tour Operator,3,Not Weekend,Double Deluxe,Free cancellation
3166,Cancelled,BB,Tour Operator,6,Not Weekend,Double Standard,Free cancellation
3167,Cancelled,RO,Direct reservation / Walk-in,2,Not Weekend,Double Standard,Free cancellation
3168,No show,BB,Tour Operator,1,Not Weekend,Double Standard,Free cancellation
3169,Cancelled,RO,Online Travel agency,6,Not Weekend,Triple Standard,Free cancellation
3170,Cancelled,RO,Online Travel agency,4,Not Weekend,Double Standard,Free cancellation
3171,Cancelled,BB,Tour Operator,4,Not Weekend,Double Standard,Free cancellation
3172,Cancelled,BB,Tour Operator,4,Not Weekend,Double Standard,Free cancellation
3173,Cancelled,BB,Direct reservation / Walk-in,4,Not Weekend,Double Standard,Free cancellation
3174,No show,BB,Flash sales / Boxes,2,Not Weekend,Double Standard,Free cancellation
3175,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard City View,Free cancellation
3176,Cancelled,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
3177,Cancelled,RO,Direct reservation / Walk-in,2,Not Weekend,Double Standard City View,Free cancellation
3178,Cancelled,RO,Direct reservation / Walk-in,2,Not Weekend,Double Standard,Free cancellation
3179,Cancelled,RO,Direct reservation / Walk-in,2,Not Weekend,Double London Eye view,Free cancellation
3180,Cancelled,BB,Tour Operator,3,Not Weekend,Double Standard City View,Free cancellation
3181,Cancelled,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
3182,Cancelled,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
3183,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
3184,Cancelled,BB,Online Travel agency,6,Not Weekend,Triple Standard,Free cancellation
3185,Cancelled,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
3186,Cancelled,HB,Online Travel agency,1,Not Weekend,Double Deluxe,Free cancellation
3187,Cancelled,RO,Online Travel agency,4,Not Weekend,Double Standard City View,Free cancellation
3188,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
3189,Cancelled,RO,Online Travel agency,5,Weekend,Double Deluxe,Free cancellation
3190,Cancelled,RO,Direct reservation / Walk-in,1,Weekend,Double Standard,Free cancellation
3191,Cancelled,RO,Direct reservation / Walk-in,1,Weekend,Triple Standard,Free cancellation
3192,Cancelled,RO,Online Travel agency,1,Weekend,Double Standard City View,Free cancellation
3193,Cancelled,RO,Online Travel agency,1,Weekend,Double Standard,Free cancellation
3194,Cancelled,RO,Online Travel agency,4,Weekend,Double Standard,Free cancellation
3195,Cancelled,BB,Online Travel agency,4,Weekend,Double Standard,Free cancellation
3196,Cancelled,RO,Online Travel agency,4,Weekend,Double Standard,Free cancellation
3197,Cancelled,RO,Online Travel agency,6,Weekend,Triple Standard,Free cancellation
3198,Cancelled,BB,Travel agency,4,Weekend,Triple Standard,Free cancellation
3199,Cancelled,RO,Online Travel agency,2,Weekend,Double Standard,Free cancellation
3200,Cancelled,RO,Corporate/Mice,2,Not Weekend,Double Standard,Free cancellation
3201,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
3202,Cancelled,BB,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
3203,No show,BB,Online Travel agency,2,Not Weekend,Double Standard,Non refundable
3204,Cancelled,BB,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
3205,Cancelled,RO,Direct reservation / Walk-in,5,Not Weekend,Double Standard,Free cancellation
3206,Cancelled,RO,Direct reservation / Walk-in,10,Not Weekend,Double Standard,Free cancellation
3207,Cancelled,BB,Online Travel agency,7,Not Weekend,Double Standard,Free cancellation
3208,No show,RO,Online Travel agency,6,Not Weekend,Double Standard,Free cancellation
3209,Cancelled,BB,Online Travel agency,3,Not Weekend,Double Deluxe,Free cancellation
3210,Cancelled,BB,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
3211,Cancelled,BB,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
3212,Cancelled,BB,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
3213,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard City View,Free cancellation
3214,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard City View,Free cancellation
3215,Cancelled,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
3216,Cancelled,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
3217,Cancelled,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
3218,Cancelled,RO,Direct reservation / Walk-in,5,Not Weekend,Junior Suite,Free cancellation
3219,Cancelled,RO,Direct reservation / Walk-in,5,Not Weekend,Double Standard,Free cancellation
3220,Cancelled,RO,Direct reservation / Walk-in,5,Not Weekend,Double Standard,Free cancellation
3221,Cancelled,RO,Direct reservation / Walk-in,5,Not Weekend,Double Standard,Free cancellation
3222,Cancelled,BB,Tour Operator,4,Not Weekend,Double Standard,Free cancellation
3223,No show,RO,Direct reservation / Walk-in,1,Not Weekend,Double Deluxe,Non refundable
3224,Cancelled,RO,Online Travel agency,4,Not Weekend,Double Standard,Free cancellation
3225,Cancelled,BB,Tour Operator,4,Not Weekend,Double Standard,Free cancellation
3226,Cancelled,HB,Online Travel agency,2,Not Weekend,Double Deluxe,Free cancellation
3227,Cancelled,BB,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
3228,Cancelled,RO,Online Travel agency,3,Not Weekend,Double Standard,Non refundable
3229,Cancelled,BB,Online Travel agency,3,Not Weekend,Double Standard City View,Free cancellation
3230,Cancelled,BB,Travel agency,4,Not Weekend,Double Standard,Free cancellation
3231,Cancelled,BB,Travel agency,3,Not Weekend,Double Standard,Free cancellation
3232,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard City View,Free cancellation
3233,Cancelled,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
3234,Cancelled,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
3235,Cancelled,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
3236,Cancelled,BB,Tour Operator,2,Not Weekend,Double Standard,Free cancellation
3237,Cancelled,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
3238,Cancelled,BB,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
3239,Cancelled,RO,Direct reservation / Walk-in,2,Weekend,Double Standard,Free cancellation
3240,Cancelled,BB,Tour Operator,2,Weekend,Double Standard,Free cancellation
3241,Cancelled,BB,Flash sales / Boxes,2,Weekend,Double Standard,Free cancellation
3242,Cancelled,BB,Tour Operator,2,Weekend,Double Standard,Free cancellation
3243,Cancelled,RO,Online Travel agency,7,Weekend,Double Standard,Free cancellation
3244,No show,BB,Flash sales / Boxes,2,Weekend,Double Standard,Free cancellation
3245,Cancelled,RO,Online Travel agency,2,Weekend,Double Standard,Free cancellation
3246,Cancelled,BB,Online Travel agency,5,Weekend,Double Deluxe,Free cancellation
3247,Cancelled,RO,Online Travel agency,2,Weekend,Double Standard,Free cancellation
3248,Cancelled,RO,Online Travel agency,2,Weekend,Double Standard,Free cancellation
3249,Cancelled,BB,Online Travel agency,3,Weekend,Double Standard,Free cancellation
3250,Cancelled,RO,Direct reservation / Walk-in,2,Not Weekend,Double Standard City View,Free cancellation
3251,Cancelled,BB,Travel agency,1,Not Weekend,Double Standard,Free cancellation
3252,Cancelled,BB,Online Travel agency,4,Not Weekend,Double Standard,Free cancellation
3253,Cancelled,BB,Online Travel agency,4,Not Weekend,Double Standard,Free cancellation
3254,Cancelled,BB,Online Travel agency,3,Not Weekend,Triple Standard,Free cancellation
3255,Cancelled,RO,Online Travel agency,3,Not Weekend,Triple Standard,Free cancellation
3256,Cancelled,BB,Travel agency,7,Not Weekend,Double Standard,Free cancellation
3257,Cancelled,BB,Travel agency,7,Not Weekend,Double Standard,Free cancellation
3258,Cancelled,BB,Travel agency,4,Not Weekend,Double Standard,Free cancellation
3259,Cancelled,BB,Online Travel agency,4,Not Weekend,Double Standard,Free cancellation
3260,Cancelled,RO,Online Travel agency,4,Not Weekend,Double Standard,Free cancellation
3261,No show,RO,Direct reservation / Walk-in,1,Not Weekend,Double Standard,Free cancellation
3262,No show,RO,Direct reservation / Walk-in,1,Not Weekend,Double Standard,Free cancellation
3263,Cancelled,RO,Direct reservation / Walk-in,3,Not Weekend,Double Standard,Free cancellation
3264,Cancelled,RO,Direct reservation / Walk-in,3,Not Weekend,Double Standard,Free cancellation
3265,Cancelled,RO,Direct reservation / Walk-in,3,Not Weekend,Double Standard,Free cancellation
3266,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
3267,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
3268,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Non refundable
3269,Cancelled,BB,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
3270,Cancelled,BB,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
3271,Cancelled,RO,Online Travel agency,8,Not Weekend,Double Standard City View,Free cancellation
3272,Cancelled,BB,Flash sales / Boxes,4,Not Weekend,Double Standard,Free cancellation
3273,Cancelled,BB,Travel agency,2,Not Weekend,Double Standard,Free cancellation
3274,Cancelled,BB,Travel agency,2,Not Weekend,Double Standard,Free cancellation
3275,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
3276,Cancelled,RO,Online Travel agency,4,Not Weekend,Double Standard,Free cancellation
3277,Cancelled,BB,Online Travel agency,2,Not Weekend,Double Deluxe,Free cancellation
3278,Cancelled,BB,Tour Operator,2,Weekend,Double Standard,Free cancellation
3279,Cancelled,BB,Flash sales / Boxes,4,Weekend,Double Deluxe,Free cancellation
3280,Cancelled,BB,Online Travel agency,7,Weekend,Double Standard,Free cancellation
3281,Cancelled,BB,Online Travel agency,1,Weekend,Double Standard,Free cancellation
3282,Cancelled,BB,Online Travel agency,1,Weekend,Double Standard City View,Free cancellation
3283,Cancelled,RO,Online Travel agency,6,Weekend,Double Standard,Free cancellation
3284,Cancelled,RO,Direct reservation / Walk-in,3,Weekend,Double Deluxe,Free cancellation
3285,Cancelled,RO,Direct reservation / Walk-in,3,Weekend,Triple Standard,Free cancellation
3286,No show,HB,Online Travel agency,6,Weekend,Double Standard,Free cancellation
3287,Cancelled,RO,Direct reservation / Walk-in,3,Weekend,Double Deluxe,Free cancellation
3288,Cancelled,RO,Direct reservation / Walk-in,3,Weekend,Triple Standard,Free cancellation
3289,Cancelled,RO,Corporate/Mice,3,Not Weekend,Double Standard,Free cancellation
3290,Cancelled,RO,Online Travel agency,4,Not Weekend,Double Standard,Free cancellation
3291,Cancelled,RO,Online Travel agency,4,Not Weekend,Double Standard,Free cancellation
3292,Cancelled,RO,Online Travel agency,3,Not Weekend,Double Standard City View,Free cancellation
3293,Cancelled,RO,Online Travel agency,4,Not Weekend,Double Standard,Free cancellation
3294,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
3295,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
3296,Cancelled,RO,Direct reservation / Walk-in,1,Not Weekend,Triple Standard,Free cancellation
3297,Cancelled,BB,Online Travel agency,3,Not Weekend,Triple Standard,Free cancellation
3298,Cancelled,BB,Online Travel agency,3,Not Weekend,Triple Standard,Free cancellation
3299,Cancelled,RO,Direct reservation / Walk-in,3,Not Weekend,Double Deluxe,Free cancellation
3300,Cancelled,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
3301,Cancelled,BB,Tour Operator,4,Not Weekend,Double Standard,Free cancellation
3302,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
3303,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
3304,Cancelled,BB,Direct reservation / Walk-in,3,Not Weekend,Triple Standard,Free cancellation
3305,Cancelled,RO,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
3306,Cancelled,BB,Direct reservation / Walk-in,2,Not Weekend,Double Standard,Free cancellation
3307,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
3308,Cancelled,RO,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
3309,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Non refundable
3310,Cancelled,RO,Direct reservation / Walk-in,2,Not Weekend,Double Standard,Free cancellation
3311,Cancelled,RO,Direct reservation / Walk-in,2,Not Weekend,Double Standard,Free cancellation
3312,Cancelled,RO,Direct reservation / Walk-in,2,Not Weekend,Double Standard,Free cancellation
3313,Cancelled,BB,Travel agency,11,Not Weekend,Triple Standard,Free cancellation
3314,Cancelled,RO,Online Travel agency,3,Not Weekend,Double Standard City View,Free cancellation
3315,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Deluxe,Free cancellation
3316,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
3317,Cancelled,BB,Online Travel agency,6,Not Weekend,Double Standard,Free cancellation
3318,Cancelled,BB,Tour Operator,6,Not Weekend,Double Standard,Free cancellation
3319,Cancelled,RO,Online Travel agency,7,Weekend,Double Standard City View,Free cancellation
3320,Cancelled,RO,Online Travel agency,3,Weekend,Double Standard,Free cancellation
3321,Cancelled,RO,Online Travel agency,3,Weekend,Double Deluxe,Free cancellation
3322,Cancelled,RO,Online Travel agency,2,Weekend,Double Standard,Free cancellation
3323,Cancelled,RO,Online Travel agency,2,Weekend,Double Standard,Free cancellation
3324,Cancelled,RO,Online Travel agency,2,Weekend,Double Standard City View,Free cancellation
3325,Cancelled,RO,Online Travel agency,2,Weekend,Double Standard City View,Free cancellation
3326,Cancelled,BB,Direct reservation / Walk-in,2,Weekend,Double Standard,Free cancellation
3327,No show,HB,Flash sales / Boxes,1,Weekend,Double Standard,Free cancellation
3328,Cancelled,RO,Online Travel agency,3,Weekend,Double Standard,Free cancellation
3329,Cancelled,BB,Travel agency,7,Weekend,Double Standard,Free cancellation
3330,Cancelled,BB,Travel agency,2,Not Weekend,Double Standard,Free cancellation
3331,Cancelled,RO,Online Travel agency,9,Not Weekend,Double Standard City View,Free cancellation
3332,Cancelled,BB,Tour Operator,2,Not Weekend,Double Standard,Free cancellation
3333,Cancelled,BB,Tour Operator,2,Not Weekend,Double Standard,Free cancellation
3334,No show,BB,Travel agency,1,Not Weekend,Double Standard,Free cancellation
3335,Cancelled,BB,Tour Operator,3,Not Weekend,Double Standard,Free cancellation
3336,Cancelled,BB,Flash sales / Boxes,4,Not Weekend,Double Deluxe,Free cancellation
3337,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Non refundable
3338,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard City View,Free cancellation
3339,Cancelled,RO,Online Travel agency,7,Weekend,Double Standard,Free cancellation
3340,Cancelled,RO,Online Travel agency,1,Weekend,Double Standard,Free cancellation
3341,Cancelled,RO,Online Travel agency,1,Weekend,Double Standard,Free cancellation
3342,Cancelled,RO,Online Travel agency,1,Weekend,Double Standard,Free cancellation
3343,Cancelled,RO,Online Travel agency,1,Weekend,Double Standard,Free cancellation
3344,Cancelled,RO,Online Travel agency,1,Weekend,Double Standard,Free cancellation
3345,Cancelled,RO,Online Travel agency,29,Weekend,Double Standard City View,Free cancellation
3346,Cancelled,RO,Direct reservation / Walk-in,4,Weekend,Triple Standard,Free cancellation
3347,Cancelled,RO,Direct reservation / Walk-in,4,Weekend,Double Standard,Free cancellation
3348,Cancelled,RO,Online Travel agency,8,Weekend,Double Standard,Free cancellation
3349,Cancelled,BB,Global Distribution Systems (GDS),1,Weekend,Double Standard,Free cancellation
3350,Cancelled,RO,Online Travel agency,2,Weekend,Double Standard City View,Free cancellation
3351,No show,RO,Online Travel agency,1,Weekend,Double Standard,Free cancellation
3352,Cancelled,RO,Online Travel agency,1,Weekend,Triple Standard,Free cancellation
3353,No show,RO,Direct reservation / Walk-in,3,Weekend,Junior Suite,Free cancellation
3354,Cancelled,RO,Direct reservation / Walk-in,5,Weekend,Double Standard,Free cancellation
3355,Cancelled,RO,Direct reservation / Walk-in,5,Weekend,Double Standard,Free cancellation
3356,Cancelled,RO,Direct reservation / Walk-in,6,Weekend,Double Standard,Free cancellation
3357,Cancelled,RO,Online Travel agency,7,Weekend,Double Standard City View,Free cancellation
3358,Cancelled,BB,Online Travel agency,3,Weekend,Double Standard,Free cancellation
3359,Cancelled,RO,Direct reservation / Walk-in,6,Weekend,Double Standard City View,Free cancellation
3360,Cancelled,RO,Direct reservation / Walk-in,3,Weekend,Double Standard,Free cancellation
3361,Cancelled,RO,Direct reservation / Walk-in,3,Weekend,Double Standard,Free cancellation
3362,Cancelled,RO,Direct reservation / Walk-in,4,Weekend,Double Standard,Free cancellation
3363,No show,RO,Direct reservation / Walk-in,2,Weekend,Double Standard,Non refundable
3364,Cancelled,RO,Online Travel agency,4,Weekend,Double Standard City View,Free cancellation
3365,Cancelled,BB,Online Travel agency,2,Weekend,Double Standard,Free cancellation
3366,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard City View,Free cancellation
3367,Cancelled,RO,Online Travel agency,6,Not Weekend,Double Standard City View,Non refundable
3368,Cancelled,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
3369,Cancelled,BB,Corporate/Mice,1,Not Weekend,Double Standard,Free cancellation
3370,Cancelled,BB,Tour Operator,4,Not Weekend,Double Standard City View,Free cancellation
3371,Cancelled,BB,Tour Operator,4,Not Weekend,Double Standard,Free cancellation
3372,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
3373,Cancelled,BB,Flash sales / Boxes,4,Not Weekend,Double Deluxe,Free cancellation
3374,Cancelled,RO,Online Travel agency,7,Not Weekend,Double Standard,Free cancellation
3375,Cancelled,RO,Online Travel agency,7,Not Weekend,Double Standard,Free cancellation
3376,Cancelled,BB,Online Travel agency,5,Not Weekend,Double Standard,Free cancellation
3377,Cancelled,BB,Online Travel agency,5,Not Weekend,Double Standard,Free cancellation
3378,Cancelled,BB,Online Travel agency,8,Not Weekend,Double Standard City View,Free cancellation
3379,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
3380,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
3381,Cancelled,RO,Online Travel agency,3,Not Weekend,Double Standard,Non refundable
3382,Cancelled,RO,Online Travel agency,5,Not Weekend,Double Standard City View,Free cancellation
3383,Cancelled,RO,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
3384,No show,RO,Online Travel agency,4,Not Weekend,Double Standard,Non refundable
3385,Cancelled,RO,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
3386,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
3387,Cancelled,BB,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
3388,Cancelled,BB,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
3389,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard,Free cancellation
3390,Cancelled,RO,Direct reservation / Walk-in,5,Not Weekend,Double Standard,Free cancellation
3391,No show,RO,Direct reservation / Walk-in,5,Not Weekend,Double Standard,Free cancellation
3392,Cancelled,RO,Direct reservation / Walk-in,5,Not Weekend,Double Standard,Free cancellation
3393,Cancelled,RO,Direct reservation / Walk-in,3,Not Weekend,Double Standard,Free cancellation
3394,Cancelled,RO,Online Travel agency,3,Weekend,Double Deluxe,Free cancellation
3395,Cancelled,RO,Online Travel agency,1,Weekend,Double Standard,Free cancellation
3396,Cancelled,RO,Online Travel agency,1,Weekend,Triple Standard,Free cancellation
3397,Cancelled,RO,Online Travel agency,4,Weekend,Double Standard City View,Free cancellation
3398,Cancelled,BB,Online Travel agency,7,Weekend,Double Standard,Free cancellation
3399,Cancelled,RO,Online Travel agency,3,Weekend,Double Standard,Free cancellation
3400,Cancelled,RO,Online Travel agency,3,Weekend,Double Standard,Free cancellation
3401,Cancelled,BB,Online Travel agency,6,Weekend,Double Standard,Free cancellation
3402,Cancelled,RO,Online Travel agency,4,Weekend,Double Standard,Free cancellation
3403,Cancelled,RO,Online Travel agency,3,Weekend,Double Standard,Free cancellation
3404,Cancelled,RO,Online Travel agency,3,Weekend,Double Standard,Free cancellation
3405,Cancelled,RO,Online Travel agency,4,Weekend,Double Standard,Free cancellation
3406,Cancelled,RO,Direct reservation / Walk-in,4,Weekend,Double Standard,Free cancellation
3407,Cancelled,RO,Direct reservation / Walk-in,3,Not Weekend,Double Standard,Free cancellation
3408,Cancelled,RO,Direct reservation / Walk-in,3,Not Weekend,Double Deluxe,Free cancellation
3409,Cancelled,RO,Direct reservation / Walk-in,3,Not Weekend,Double Standard,Free cancellation
3410,Cancelled,RO,Direct reservation / Walk-in,3,Not Weekend,Double Deluxe,Free cancellation
3411,No show,RO,Direct reservation / Walk-in,5,Not Weekend,Double Standard,Free cancellation
3412,No show,RO,Direct reservation / Walk-in,5,Not Weekend,Double Deluxe,Free cancellation
3413,Cancelled,HB,Online Travel agency,6,Not Weekend,Double Deluxe,Free cancellation
3414,Cancelled,BB,Tour Operator,4,Not Weekend,Double Standard,Free cancellation
3415,Cancelled,BB,Tour Operator,4,Not Weekend,Double Standard,Free cancellation
3416,No show,BB,Flash sales / Boxes,4,Not Weekend,Double Deluxe,Free cancellation
3417,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
3418,Cancelled,RO,Online Travel agency,4,Not Weekend,Double Standard,Free cancellation
3419,Cancelled,RO,Direct reservation / Walk-in,4,Not Weekend,Double Standard,Free cancellation
3420,Cancelled,RO,Direct reservation / Walk-in,2,Not Weekend,Double Deluxe,Free cancellation
3421,Cancelled,RO,Direct reservation / Walk-in,2,Not Weekend,Double Deluxe,Free cancellation
3422,Cancelled,BB,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
3423,Cancelled,BB,Online Travel agency,5,Not Weekend,Double Standard,Free cancellation
3424,Cancelled,BB,Online Travel agency,4,Not Weekend,Double Standard,Free cancellation
3425,Cancelled,RO,Online Travel agency,2,Not Weekend,Double Standard City View,Free cancellation
3426,Cancelled,BB,Travel agency,3,Not Weekend,Triple Standard,Free cancellation
3427,Cancelled,RO,Online Travel agency,3,Not Weekend,Double Standard,Free cancellation
3428,Cancelled,BB,Online Travel agency,6,Not Weekend,Double Standard City View,Free cancellation
3429,Cancelled,RO,Online Travel agency,1,Not Weekend,Double Standard,Free cancellation
3430,Cancelled,BB,Tour Operator,7,Not Weekend,Double Standard,Free cancellation
3431,Cancelled,BB,Tour Operator,7,Not Weekend,Double Standard,Free cancellation
3432,Cancelled,BB,Direct reservation / Walk-in,2,Weekend,Double London Eye view,Free cancellation
3433,Cancelled,RO,Online Travel agency,2,Weekend,Double Standard,Free cancellation
3434,Cancelled,RO,Online Travel agency,2,Weekend,Double Standard,Free cancellation
3435,Cancelled,BB,Direct reservation / Walk-in,2,Weekend,Double London Eye view,Free cancellation
3436,Cancelled,BB,Online Travel agency,1,Weekend,Double Standard,Free cancellation
3437,Cancelled,BB,Online Travel agency,1,Weekend,Double Standard,Free cancellation
3438,Cancelled,BB,Online Travel agency,7,Weekend,Double Standard City View,Free cancellation
3439,Cancelled,BB,Online Travel agency,7,Weekend,Double Standard,Free cancellation
